track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts, streams ,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52," $1,953,533,826.00 ",201,44,6551,2,0,146,D,Major,63,88,93,3,0,10,8
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0," $1,457,139,296.00 ",217,136,6508,1,,129,,Major,86,75,52,54,0,10,4
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21," $1,235,005,533.00 ",321,91,4607,1,58,128,C#,Major,73,60,77,3,0,11,4
Set Fire to the Rain,Adele,1,2011,1,1,14739,43," $1,163,620,694.00 ",88,112,2163,5,519,108,D,Minor,61,47,68,0,0,13,3
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52," $983,637,508.00 ",89,143,1632,3,200,112,C#,Minor,56,24,66,7,0,12,3
Mistletoe,Justin Bieber,1,2011,1,1,9577,0," $629,173,063.00 ",195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0," $372,476,382.00 ",66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3
Radio,Lana Del Rey,1,2011,1,1,9389,46," $284,819,874.00 ",24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9
Rolling in the Deep,Adele,1,2010,11,29,35684,6," $1,472,799,873.00 ",195,125,6280,2,78,105,G#,Major,73,52,76,13,0,5,3
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2," $1,062,956,628.00 ",5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3
Es un Secreto,Plan B,1,2010,7,20,492,36," $540,654,286.00 ",4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4
Sure Thing,Miguel,1,2010,5,25,13801,19," $950,906,471.00 ",137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13," $1,641,426,668.00 ",82,0,2946,0,0,109,F,Major,63,46,85,1,0,9,5
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37," $1,279,434,863.00 ",119,81,974,1,503,130,,Major,47,86,92,8,0,5,24
Enchanted,Taylor Swift,1,2010,1,1,4564,16," $621,660,989.00 ",24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3
Viva La Vida,Coldplay,1,2008,1,1,33898,62," $1,592,909,789.00 ",233,0,4095,9,0,138,F,Minor,49,42,62,9,0,11,3
Heartless,Kanye West,1,2008,1,1,17504,34," $887,906,111.00 ",63,39,1315,0,2,88,A#,Minor,79,66,65,5,0,25,14
505,Arctic Monkeys,1,2007,4,20,13985,25," $1,217,120,710.00 ",30,80,588,1,1,140,,Major,52,20,85,0,0,7,5
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0," $180,577,478.00 ",108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
Gasolina,Daddy Yankee,1,2004,7,13,6457,18," $657,723,613.00 ",98,95,453,0,454,96,,Major,86,74,80,33,0,8,6
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2," $527,033,089.00 ",18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24
Mockingbird,Eminem,1,2004,1,1,12985,61," $1,241,559,043.00 ",49,98,2394,5,204,84,E,Minor,62,24,67,21,0,13,28
Somewhere Only We Know,Keane,1,2004,1,1,20015,16," $1,089,402,494.00 ",107,69,5239,0,558,172,A,Major,45,33,59,6,0,8,3
Mr. Brightside,The Killers,1,2003,9,23,51979,15," $1,806,617,704.00 ",306,99,5063,2,120,148,C#,Major,35,24,93,0,0,10,8
Numb,Linkin Park,1,2003,3,24,20111,5," $1,361,425,037.00 ",39,0,7341,0,0,110,A,Major,50,24,86,0,0,64,4
The Scientist,Coldplay,1,2002,8,5,30992,6," $1,608,164,312.00 ",124,25,7827,1,0,146,F,Major,56,21,44,73,0,11,2
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0," $1,695,712,020.00 ",78,46,2515,1,0,171,C#,Major,55,10,85,7,0,8,20
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14," $655,466,831.00 ",18,51,1005,0,0,130,E,Minor,80,64,76,2,0,20,6
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21," $1,829,992,958.00 ",247,54,5567,1,51,171,D,Major,70,6,73,1,0,36,26
Without Me,Eminem,1,2002,1,1,21081,43," $1,687,664,027.00 ",98,76,3889,5,0,112,G,Major,92,67,66,0,0,36,9
In Da Club,50 Cent,1,2002,1,1,30427,7," $1,202,722,675.00 ",235,106,5221,1,35,90,F#,Minor,90,79,71,26,0,7,37
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0," $261,116,938.00 ",115,53,286,0,0,147,,Major,67,69,72,17,0,19,3
In The End,Linkin Park,1,2000,10,24,25065,6," $1,624,165,576.00 ",63,0,6808,2,0,105,D#,Minor,55,40,90,1,0,32,6
Sparks,Coldplay,1,2000,7,10,10826,4," $624,101,957.00 ",24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
The Real Slim Shady,Eminem,1,2000,1,1,20763,27," $1,424,589,568.00 ",81,53,3271,1,17,104,F,Minor,95,78,66,3,0,4,6
Stan,"Eminem, Dido",2,1999,11,21,17115,0," $918,915,401.00 ",83,63,4180,0,0,80,F#,Minor,78,53,74,4,0,45,21
Yellow,Chris Molitor,1,1999,1,1,31358,43," $1,755,214,421.00 ",196,2,4053,5,0,173,B,Major,43,28,66,0,0,23,3
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0," $1,210,599,487.00 ",141,78,6591,1,0,93,B,Major,81,53,78,18,0,6,24
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0," $843,309,044.00 ",142,40,5451,1,953,95,D#,Minor,92,31,89,3,0,8,25
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0," $675,039,469.00 ",78,15,1674,0,3,134,G#,Major,93,61,74,9,0,17,8
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9," $1,284,942,608.00 ",137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2," $103,762,518.00 ",0,0,6,0,0,144,F,Major,74,75,73,42,0,9,4
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0," $106,933,107.00 ",46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0," $579,395,142.00 ",128,17,1663,0,0,92,G,Major,77,76,84,3,0,38,4
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17," $1,357,608,774.00 ",21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0," $1,449,779,435.00 ",387,132,2094,0,,150,G,Major,34,33,63,16,0,7,4
Creep,Radiohead,1,1992,9,21,36724,7," $1,271,293,243.00 ",146,72,6807,5,80,92,G,Major,53,12,34,1,0,12,4
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0," $368,646,862.00 ",45,27,1197,0,43,106,G#,Major,44,8,20,74,42,11,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9," $1,690,192,927.00 ",265,121,12367,4,160,117,C#,Major,52,73,91,0,0,11,7
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1," $1,553,497,987.00 ",228,151,6720,3,99,125,F#,Major,45,67,90,9,11,10,5
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0," $704,171,068.00 ",112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0," $429,504,768.00 ",50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0," $1,024,858,327.00 ",117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25," $1,205,951,614.00 ",101,32,2655,0,666,112,G,Major,64,54,81,36,0,11,6
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0," $481,697,415.00 ",209,30,449,0,0,115,,Major,60,23,57,0,2,27,3
Take On Me,a-ha,1,1984,10,19,44927,17," $1,479,115,056.00 ",34,0,5108,6,0,84,F#,Minor,57,86,90,2,0,9,5
Last Christmas,Wham!,1,1984,1,1,22153,0," $1,159,176,109.00 ",274,111,1302,0,,107,B,Minor,74,88,65,28,0,46,3
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0," $351,636,786.00 ",90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19," $1,593,270,737.00 ",211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3
Miss You,Southstar,1,1982,5,16,2020,0," $154,356,956.00 ",77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0," $195,918,494.00 ",54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0," $403,939,487.00 ",1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3," $2,197,010,679.00 ",321,162,5691,8,17,71,,Minor,41,23,40,27,0,30,5
Riptide,Vance Joy,1,1975,1,1,31123,55," $2,009,094,673.00 ",300,65,1003,1,0,102,C#,Major,48,50,73,43,0,15,4
Dream On,Aerosmith,1,1973,1,5,168,0," $838,586,769.00 ",0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0," $460,492,795.00 ",130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0," $520,034,544.00 ",21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14," $1,145,727,611.00 ",71,37,653,0,167,116,,Major,74,76,70,7,0,13,3
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0," $404,664,135.00 ",114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0," $242,767,149.00 ",121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0," $663,832,097.00 ",182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0," $446,390,129.00 ",88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0," $127,027,715.00 ",65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0," $769,213,520.00 ",191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0," $295,998,468.00 ",89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0," $245,350,949.00 ",120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0," $741,301,563.00 ",165,99,104,0,,119,D,Major,74,78,37,84,0,6,3
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0," $178,660,459.00 ",32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0," $395,591,396.00 ",108,120,73,0,0,140,,Major,67,81,36,64,0,15,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0," $473,248,298.00 ",126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0," $389,771,964.00 ",140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0," $395,591,396.00 ",73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0," $90,598,517.00 ",4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5
